Comuna;Link;Tipo_Vivienda;N_Habitaciones;N_Baños;N_Estacionamientos;Total_Superficie_M2;Superficie_Construida_M2; Valor_UF ;Valor_CLP;Dirección;Quién_Vende;Corredor
Pedro Aguirre Cerda;https://chilepropiedades.cl/ver-publicacion/venta-usada/pedro-aguirre-cerda/casa/club-hipico/2382053;Casa;3;3;4;285;280;9.340;269000000;Pedro Aguirre Cerda, Club Hípico;Jorge Mauro Díaz;Mauro Propiedades
Pedro Aguirre Cerda;https://chilepropiedades.cl/ver-publicacion/venta-usada/pedro-aguirre-cerda/casa/calle-andrea-doria/2626332;Casa;3;2;3;136;266;6.243;179800000;Pedro Aguirre Cerda, Calle Andrea Doria;Marco Antonio Gutierrez Caceres;Muvin
Pedro Aguirre Cerda;https://chilepropiedades.cl/ver-publicacion/venta-usada/pedro-aguirre-cerda/casa/avenida-departamentalpasaje-cleopatra/3446735;Casa;5;3;No;300;250;4.166;120000000;Pedro Aguirre Cerda, Avenida Departamental/Pasaje Cleopatra;Mauricio Pino Propiedades;Mauricio Pino Propiedades
Pedro Aguirre Cerda;https://chilepropiedades.cl/ver-publicacion/venta-usada/pedro-aguirre-cerda/casa/pedro-aguirre-cerda-region-metropolitana/3072692;Casa;4;1;No;121;92;3.819;110000000;Pedro Aguirre Cerda, Pedro Aguirre Cerda, Región Metropolitana;Daniela Parrau Vargas;Vende Dueño/a
Pedro Aguirre Cerda;https://chilepropiedades.cl/ver-publicacion/venta-usada/pedro-aguirre-cerda/casa/casa-2-pisos-cercana-a-estacion-metro-pac/3109638;Casa;5;1;No;200;126;2.361;68000000;Pedro Aguirre Cerda, Casa 2 Pisos cercana a Estación metro P.A.C.;Corretajes Prosal Ltda.;Corretajes Prosal
Pedro Aguirre Cerda;https://chilepropiedades.cl/ver-publicacion/venta-usada/pedro-aguirre-cerda/casa/c/3675260;Casa;2;1;;88;56;1.598;46022400;Pedro Aguirre Cerda, C;Claudio Domínguez Propiedades;Cdprop
Pedro Aguirre Cerda;https://chilepropiedades.cl/ver-publicacion/venta-usada/pedro-aguirre-cerda/casa/t/3591411;Casa;3;2;1;400;150;6.944;200000000;Pedro Aguirre Cerda, T;Alberto Gutiérrez;Vende Dueño/a
Pedro Aguirre Cerda;https://chilepropiedades.cl/ver-publicacion/venta-usada/pedro-aguirre-cerda/casa/avenida-cerrillos/3111834;Casa;7;2;3;200;180;2.257;65000000;Pedro Aguirre Cerda, Avenida Cerrillos;Karelys Rojas Clemente;Vende Dueño/a
Pedro Aguirre Cerda;https://chilepropiedades.cl/ver-publicacion/venta-usada/pedro-aguirre-cerda/casa/allipen-6133/3524579;Casa;3;1;1;180;69;2.257;65000000;Pedro Aguirre Cerda, Allipén 6133;MARIO MUÑOZ;Vende Dueño/a
Pedro Aguirre Cerda;https://chilepropiedades.cl/ver-publicacion/venta-usada/pedro-aguirre-cerda/casa/los-geranios-6224/2904313;Casa;3;1;1;128;113;2.080;59900000;Pedro Aguirre Cerda, Los Geranios 6224;san francisco;Vende Dueño/a
Pedro Aguirre Cerda;https://chilepropiedades.cl/ver-publicacion/venta-usada/pedro-aguirre-cerda/casa/av-departamentalav-general-velasquez/3555460;Casa;3;2;No;156;156;2.778;80000000;Pedro Aguirre Cerda, Av. Departamental/Av. General Velasquez;Propiedades Centro Santiago SPA;Propiedades Centro Santiago SPA
Pedro Aguirre Cerda;https://chilepropiedades.cl/ver-publicacion/venta-usada/pedro-aguirre-cerda/casa/autopista-central-carlos-valdovinos/1423783;Casa;7;3;No;155;143;3.298;95000000;Pedro Aguirre Cerda, Autopista Central / Carlos Valdovinos;Schumacher Propiedades;Schumacher Propiedades
Peñaflor;https://chilepropiedades.cl/ver-publicacion/venta-usada/penaflor/casa/gabriela-mistral/3356916;Casa;10;4;8;1000;300;5.208;150000000;Peñaflor, Gabriela Mistral;Francisco Lopez;Vivienda Integral
Peñaflor;https://chilepropiedades.cl/ver-publicacion/venta-usada/penaflor/casa/ramon-castillo/3638971;Casa;4;2;3;450;240;7.800;224640000;Peñaflor, Ramón Castillo;Gabriela Mellado V.;Zenpro Propiedades
Peñaflor;https://chilepropiedades.cl/ver-publicacion/venta-usada/penaflor/casa/avenida-larrain-2169/3694453;Casa;3;2;1;150;90;2.951;85000000;Peñaflor, Avenida Larraín 2169;maritza lara;Vende Dueño/a
Peñaflor;https://chilepropiedades.cl/ver-publicacion/venta-usada/penaflor/casa/pasaje-luis-borreman-cock-n-1914-villa-los-artesanos/3555577;Casa;3;1;1;73;71;1.667;48000000;Peñaflor, Pasaje Luis Borreman Cock N° 1914, Villa Los Artesanos;CAROLINA RODRIGUEZ;Ana Rodriguez
Peñaflor;https://chilepropiedades.cl/ver-publicacion/venta-usada/penaflor/casa/penaflor/3675581;Casa;3;2;2;170;60;2.430;70000000;Peñaflor, Peñaflor;Cristian Tapia;Vende Dueño/a
Peñaflor;https://chilepropiedades.cl/ver-publicacion/venta-usada/penaflor/casa/los-husares/3674276;Casa;3;1;4;484;115;4.791;138000000;Peñaflor, Los Húsares;ana carolina rodriguez cuevas;Vende Dueño/a
Peñaflor;https://chilepropiedades.cl/ver-publicacion/venta-usada/penaflor/casa/gabriela-mistral/2801280;Casa;8;4;4;1125;88;5.482;157900000;Peñaflor, Gabriela Mistral;Francisco Recio Lara;Recio Gestion Inmobiliaria Spa
Peñaflor;https://chilepropiedades.cl/ver-publicacion/venta-usada/penaflor/casa/luis-borreman-cock/3674225;Casa;4;1;1;73;71;1.597;46000000;Peñaflor, Luis Borreman Cock;ana carolina rodriguez cuevas;Vende Dueño/a
Peñaflor;https://chilepropiedades.cl/ver-publicacion/venta-usada/penaflor/casa/salvador-silva/2074047;Casa;3;2;1;102;65;2.048;59000000;Peñaflor, Salvador Silva;Paola Estefanny Vergara Guerrero;Vende Dueño/a
Peñaflor;https://chilepropiedades.cl/ver-publicacion/venta-usada/penaflor/casa/condominio-santa-carolina/3604593;Casa;4;4;2;5000;200;9.000;259200000;Peñaflor, Condominio Santa Carolina;Gabriela Mellado V.;Zenpro Propiedades
Peñaflor;https://chilepropiedades.cl/ver-publicacion/venta-usada/penaflor/casa/casa-2-pisos-en-villa-los-abedules/3327703;Casa;4;2;No;413;127;2.639;76000000;Peñaflor, Casa 2 Pisos en Villa Los Abedules;Corretajes Prosal Ltda.;Corretajes Prosal
Peñaflor;https://chilepropiedades.cl/ver-publicacion/venta-usada/penaflor/casa/hernan-cortes-531/3727662;Casa;3;1;1;;;2.118;61000000;Peñaflor, Hernán Cortés 531;Jacqueline Paillalef Vega;Vision Global Spa
Peñaflor;https://chilepropiedades.cl/ver-publicacion/venta-usada/penaflor/casa/vicuna-mackenna/3520712;Casa;4;3;2;113;84;3.055;88000000;Peñaflor, Vicuña Mackenna;Good Propiedades Ltda.;Good Propiedades Ltda.
Peñaflor;https://chilepropiedades.cl/ver-publicacion/venta-usada/penaflor/casa/vicuna-mackenna-524/3643705;Casa;3;3;1;130;114;3.900;112320000;Peñaflor, Vicuña Mackenna 524;Bustos Asociados Propiedades;Bustos Asociados Propiedades
Peñaflor;https://chilepropiedades.cl/ver-publicacion/venta-usada/penaflor/casa/autopista-del-solav-manuel-castillo/2994168;Casa;4;4;No;5000;350;11.800;339840000;Peñaflor, autopista del sol/av manuel castillo;Jorge Pablo Caro Propiedades;Jorge Pablo Caro Propiedades
Peñaflor;https://chilepropiedades.cl/ver-publicacion/venta-usada/penaflor/casa/pasaje-cecilia-275/3575939;Casa;2;1;1;44;70;1.736;50000000;Peñaflor, Pasaje Cecilia 275;Gustavo Adolfo Hugo Palma Fuentes;Vende Dueño/a
Peñaflor;https://chilepropiedades.cl/ver-publicacion/venta-usada/penaflor/casa/vicuna-mackenna-524/3479350;Casa;3;3;2;112;73;3.298;95000000;Peñaflor, Vicuña Mackenna 524;VERCETTI PROPIEDADES;Vercetti Propiedades
Peñalolén;https://chilepropiedades.cl/ver-publicacion/venta-usada/penalolen/casa/consistorial/2381230;Casa;3;3;No;380;150;9.200;264960000;Peñalolén, consistorial;Vivaqui Propiedades;Vivaqui Propiedades
Peñalolén;https://chilepropiedades.cl/ver-publicacion/venta-usada/penalolen/casa/vecino-ilustre-6170penalolen/2837933;Casa;4;4;No;340;167;9.281;267292800;Peñalolén, Vecino ilustre 6170,peñalolen;Santa Lucia Propiedades;Santa Lucia Propiedades
Peñalolén;https://chilepropiedades.cl/ver-publicacion/venta-usada/penalolen/casa/pje-cabo-1o-hector-fuentealba-4318/3695473;Casa;3;1;1;;;3.472;100000000;Peñalolén, Pje Cabo 1o Hector Fuentealba 4318;Gloria Esparza;Vende Dueño/a
Peñalolén;https://chilepropiedades.cl/ver-publicacion/venta-usada/penalolen/casa/casa-aislada-en-conjunto-quebrada-de-macul/3635334;Casa;4;3;No;688;250;11.458;330000000;Peñalolén, Casa Aislada en Conjunto Quebrada de Macul;Corretajes Prosal Ltda.;Corretajes Prosal
Peñalolén;https://chilepropiedades.cl/ver-publicacion/venta-usada/penalolen/casa/avda-americo-vespucio-suravda-jose-arrieta/3477753;Casa;4;2;No;472;0;15.018;432518400;Peñalolén, Avda. Américo Vespucio Sur/Avda. José Arrieta;Jorge Pablo Caro Propiedades;Jorge Pablo Caro Propiedades
Peñalolén;https://chilepropiedades.cl/ver-publicacion/venta-usada/penalolen/casa/quebrada-de-macul-con-consistorial/2075061;Casa;5;3;No;449;140;9.100;262080000;Peñalolén, Quebrada de Macul con consistorial;Schumacher Propiedades;Schumacher Propiedades
Peñalolén;https://chilepropiedades.cl/ver-publicacion/venta-usada/penalolen/casa/alvaro-casanova-las-araucarias/1489182;Casa;5;4;No;560;202;14.000;403200000;Peñalolén, Alvaro casanova / las araucarias;Vivaqui Propiedades;Vivaqui Propiedades
Peñalolén;https://chilepropiedades.cl/ver-publicacion/venta-usada/penalolen/casa/mariano-sanchez-fontecilla/3372533;Casa;4;3;6;339;148;15.322;441273600;Peñalolén, Mariano Sánchez Fontecilla;Genoveva del Carmen Espinoza Saez;Virtual Realty Property SpA.
Peñalolén;https://chilepropiedades.cl/ver-publicacion/venta-usada/penalolen/casa/quilinalvaro-casanova/2737017;Casa;4;4;No;541;140;10.900;313920000;Peñalolén, Quilin/Alvaro Casanova;Mauricio Pino Propiedades;Mauricio Pino Propiedades
Peñalolén;https://chilepropiedades.cl/ver-publicacion/venta-usada/penalolen/casa/sanchez-fontecillaquebrada-de-macul/3182392;Casa;4;3;No;737;273;15.000;432000000;Peñalolén, Sanchez Fontecilla/Quebrada de Macul;Luz Godoy Propiedades;Luz Godoy Propiedades
Peñalolén;https://chilepropiedades.cl/ver-publicacion/venta-usada/penalolen/casa/puren-2315/3573317;Casa;3;1;1;;;2.812;81000000;Peñalolén, Purén 2315;rodrigo acuña;Vende Dueño/a
Peñalolén;https://chilepropiedades.cl/ver-publicacion/venta-usada/penalolen/casa/alvaro-casanovatalinay/2939907;Casa;3;2;No;525;155;11.600;334080000;Peñalolén, Alvaro Casanova/Talinay;Pro Partners Propiedades;Pro Partners Propiedades
Peñalolén;https://chilepropiedades.cl/ver-publicacion/venta-usada/penalolen/casa/linda-casa-2-pisos-en-ecobarrio-casagrande/3479899;Casa;4;3;No;499;167;9.722;280000000;Peñalolén, Linda Casa 2 Pisos en Ecobarrio Casagrande;Corretajes Prosal Ltda.;Corretajes Prosal
Peñalolén;https://chilepropiedades.cl/ver-publicacion/venta-usada/penalolen/casa/las-pircasalvaro-casanova/3545449;Casa;5;4;No;510;198;11.400;328320000;Peñalolén, Las Pircas/Alvaro Casanova;Alonso Baeza Rivera y Cía. Ltda.;Alonso Baeza Rivera y Cía. Ltda.
Peñalolén;https://chilepropiedades.cl/ver-publicacion/venta-usada/penalolen/casa/aveinda-orientalcoralillo/3528737;Casa;2;1;No;0;43;1.875;54000000;Peñalolén, Aveinda oriental/coralillo;Propiedades Centro Santiago SPA;Propiedades Centro Santiago SPA
Peñalolén;https://chilepropiedades.cl/ver-publicacion/venta-usada/penalolen/casa/juan-de-dios-vial-correa-4500/1719518;Casa;5;4;5;2000;400;32.000;921600000;Peñalolén, Juan de dios vial correa 4500;Julio Hevia;Vende Dueño/a
Peñalolén;https://chilepropiedades.cl/ver-publicacion/venta-usada/penalolen/casa/amigos-del-tenisensenada/3620853;Casa;4;4;No;448;169;12.750;367200000;Peñalolén, Amigos del Tenis/Ensenada;Alonso Baeza Rivera y Cía. Ltda.;Alonso Baeza Rivera y Cía. Ltda.
Peñalolén;https://chilepropiedades.cl/ver-publicacion/venta-usada/penalolen/casa/alvaro-casanovaquilin-sur/3687829;Casa;4;4;No;525;154;10.000;288000000;Peñalolén, Alvaro Casanova/Quilín Sur;Araneda & Aguiar Propiedades;Araneda & Aguiar Propiedades
Peñalolén;https://chilepropiedades.cl/ver-publicacion/venta-usada/penalolen/casa/quilin-surcamino-la-meseta/3686953;Casa;5;4;No;527;193;11.500;331200000;Peñalolén, Quilin Sur/Camino la Meseta;Alonso Baeza Rivera y Cía. Ltda.;Alonso Baeza Rivera y Cía. Ltda.
Peñalolén;https://chilepropiedades.cl/ver-publicacion/venta-usada/penalolen/casa/ensenada/2919625;Casa;4;3;3;418;163;9.235;266000000;Peñalolén, Ensenada;Gianinna Mannarelli;Tym Propiedades
Peñalolén;https://chilepropiedades.cl/ver-publicacion/venta-usada/penalolen/casa/casa-con-2-piso-cercana-a-estacion-metro-los-presidentes/3383594;Casa;4;1;No;66;74;2.292;66000000;Peñalolén, Casa con 2º Piso cercana a Estación metro Los Presidentes;Corretajes Prosal Ltda.;Corretajes Prosal
Peñalolén;https://chilepropiedades.cl/ver-publicacion/venta-usada/penalolen/casa/acueductolas-perdices/3094790;Casa;5;4;No;423;158;9.215;265392000;Peñalolén, Acueducto/Las Perdices;Alonso Baeza Rivera y Cía. Ltda.;Alonso Baeza Rivera y Cía. Ltda.
Peñalolén;https://chilepropiedades.cl/ver-publicacion/venta-usada/penalolen/casa/avenida-las-perdices/2865018;Casa;5;4;3;400;180;11.500;331200000;Peñalolén, Avenida las Perdices;Sandra Franjola;Propiedades Sfc
Peñalolén;https://chilepropiedades.cl/ver-publicacion/venta-usada/penalolen/casa/parque-conguillio-oriente/2894909;Casa;4;4;2;343;143;9.200;264960000;Peñalolén, Parque Conguillio Oriente;Geraldine Ramirez;Vende Dueño/a
Peñalolén;https://chilepropiedades.cl/ver-publicacion/venta-usada/penalolen/casa/av-americo-vespucio-av-grecia/3112508;Casa;;;No;1750;0;31.248;900000000;Peñalolén, Av Americo Vespucio / Av Grecia;María Fernanda;Invierte Propiedades
Peñalolén;https://chilepropiedades.cl/ver-publicacion/venta-usada/penalolen/casa/antupirenacueducto/3467629;Casa;4;4;No;486;140;9.800;282240000;Peñalolén, Antupiren/Acueducto;Alonso Baeza Rivera y Cía. Ltda.;Alonso Baeza Rivera y Cía. Ltda.
Peñalolén;https://chilepropiedades.cl/ver-publicacion/venta-usada/penalolen/casa/tolhuaca-sur-9083/3675955;Casa;5;4;1;422;163;9.058;260882875;Peñalolén, Tolhuaca Sur 9083;Corredor Pro SpA.;Corredorpro Spa
Peñalolén;https://chilepropiedades.cl/ver-publicacion/venta-usada/penalolen/casa/quilin-condominio-el-mirador-ii/3523883;Casa;4;3;No;420;140;9.500;273600000;Peñalolén, Quilin / Condominio El Mirador II;Vivaqui Propiedades;Vivaqui Propiedades
Peñalolén;https://chilepropiedades.cl/ver-publicacion/venta-usada/penalolen/casa/laguna-saldadalas-parcelas/1938579;Casa;11;7;No;500;240;6.365;183312304;Peñalolén, Laguna Saldada/Las parcelas;Jorge Pablo Caro Propiedades;Jorge Pablo Caro Propiedades
Peñalolén;https://chilepropiedades.cl/ver-publicacion/venta-usada/penalolen/casa/parque-ote/3509585;Casa;5;3;No;328;226;9.305;268000000;Peñalolén, Parque ote;Vivaqui Propiedades;Vivaqui Propiedades
Peñalolén;https://chilepropiedades.cl/ver-publicacion/venta-usada/penalolen/casa/antupirenpasaje-puren/3593801;Casa;3;1;No;50;85;2.882;83000000;Peñalolén, Antupiren/pasaje puren;Mauricio Pino Propiedades;Mauricio Pino Propiedades
Peñalolén;https://chilepropiedades.cl/ver-publicacion/venta-usada/penalolen/casa/av-consistorialfrancisco-otta/3431995;Casa;5;3;No;336;140;9.027;260000000;Peñalolén, av. consistorial/Francisco Otta;Luz Godoy Propiedades;Luz Godoy Propiedades
Peñalolén;https://chilepropiedades.cl/ver-publicacion/venta-usada/penalolen/casa/avlas-torressan-luis-de-macul/3386266;Casa;5;2;No;150;109;2.899;83500000;Peñalolén, Av.Las torres/san luis de macul;Jorge Pablo Caro Propiedades;Jorge Pablo Caro Propiedades
Peñalolén;https://chilepropiedades.cl/ver-publicacion/venta-usada/penalolen/casa/av-egana-1657/3306334;Casa;2;1;3;500;100;9.374;270000000;Peñalolén, Av. Egaña 1657;De La Barrera Propiedades;De La Barrera Propiedades
Peñalolén;https://chilepropiedades.cl/ver-publicacion/venta-usada/penalolen/casa/consistorial-quebrada-de-maculcondominio-casas-de-la-fuente-penalolen/3539788;Casa;4;3;No;504;223;11.458;330000000;Peñalolén, Consistorial - Quebrada de Macúl/Condominio casas de la Fuente - Peñalolén;Carlos Hurtado Rogers;Hurtado Propiedades S.A.
Peñalolén;https://chilepropiedades.cl/ver-publicacion/venta-usada/penalolen/casa/quilinalvaro-casanova/2337366;Casa;5;4;No;525;162;12.500;360000000;Peñalolén, Quilin/Alvaro Casanova;Felipe Acosta Propiedades Peñalolén;Procasa Felipe Acosta Propiedades Peñalolén
Peñalolén;https://chilepropiedades.cl/ver-publicacion/venta-usada/penalolen/casa/av-las-perdices-4240/3573489;Casa;4;3;2;320;140;9.500;273600000;Peñalolén, Av. las Perdices 4240;Estefania Broughton;Vende Dueño/a
Peñalolén;https://chilepropiedades.cl/ver-publicacion/venta-usada/penalolen/casa/francisco-otta/3695778;Casa;4;3;No;320;143;7.000;201600000;Peñalolén, Francisco Otta;Cata Brochet Propiedades;Cata Brochet Propiedades
Peñalolén;https://chilepropiedades.cl/ver-publicacion/venta-usada/penalolen/casa/quebrada-san-pedro/2516275;Casa;1;1;;514;514;5.208;150000000;Peñalolén, Quebrada San Pedro;Comprocasa Corredores de Propiedades;Comprocasa Corredores de Propiedades
Peñalolén;https://chilepropiedades.cl/ver-publicacion/venta-usada/penalolen/casa/alvaro-casanovacondominio-club-campo-norte/2469920;Casa;5;5;No;665;220;16.513;475561152;Peñalolén, Alvaro Casanova/Condominio Club Campo Norte;Propiedades Ricardo Vial y Cia. Ltda.;Propiedades Ricardo Vial y Cia. Ltda.
Peñalolén;https://chilepropiedades.cl/ver-publicacion/venta-usada/penalolen/casa/los-presidentesquilin-norte/2878966;Casa;6;6;No;622;180;11.500;331200000;Peñalolén, Los Presidentes/Quilin Norte;Alonso Baeza Rivera y Cía. Ltda.;Alonso Baeza Rivera y Cía. Ltda.
Peñalolén;https://chilepropiedades.cl/ver-publicacion/venta-usada/penalolen/casa/jose-arrientaconsistorialvalle-hermoso/2622544;Casa;6;3;No;450;136;6.458;186000000;Peñalolén, José Arrienta/Consistorial/Valle Hermoso;Felipe Acosta Propiedades Peñalolén;Procasa Felipe Acosta Propiedades Peñalolén
Peñalolén;https://chilepropiedades.cl/ver-publicacion/venta-usada/penalolen/casa/av-grecialos-molineros/3436292;Casa;3;1;No;150;80;2.986;86000000;Peñalolén, Av. Grecia/los molineros;Jaime Moris Propiedades (Providencia);Jaime Moris Propiedades (Providencia)
Peñalolén;https://chilepropiedades.cl/ver-publicacion/venta-usada/penalolen/casa/consistorialav-quilin/3545429;Casa;4;4;No;374;161;9.722;280000000;Peñalolén, Consistorial/Av Quilin;Alonso Baeza Rivera y Cía. Ltda.;Alonso Baeza Rivera y Cía. Ltda.
Peñalolén;https://chilepropiedades.cl/ver-publicacion/venta-usada/penalolen/casa/avenida-hacienda-macul/3665828;Casa;4;4;2;450;170;13.800;397440000;Peñalolén, Avenida Hacienda Macul;Verónica Paz;Vende Dueño/a
Peñalolén;https://chilepropiedades.cl/ver-publicacion/venta-usada/penalolen/casa/alvaro-casanovanido-de-aguilas/3062974;Casa;2;2;No;3488;180;23.900;688320000;Peñalolén, Alvaro Casanova/Nido de Aguilas;Gabriela Vial Propiedades;Gabriela Vial Propiedades
Peñalolén;https://chilepropiedades.cl/ver-publicacion/venta-usada/penalolen/casa/san-luis-de-maculel-robledal/3013672;Casa;5;1;No;118;60;2.778;80000000;Peñalolén, San Luis de Macul/El Robledal;Felipe Acosta Propiedades Peñalolén;Procasa Felipe Acosta Propiedades Peñalolén
Peñalolén;https://chilepropiedades.cl/ver-publicacion/venta-usada/penalolen/casa/quebrada-san-pedro/3410894;Casa;5;3;4;500;162;5.902;170000000;Peñalolén, Quebrada San Pedro;Jorge Mauro Díaz;Mauro Propiedades
Providencia;https://chilepropiedades.cl/ver-publicacion/venta-usada/providencia/casa/santa-isabel-con-bustamante/2425100;Casa;5;2;;250;220;9.800;282240000;Providencia, Santa Isabel con Bustamante;Felipe;Gicp
Providencia;https://chilepropiedades.cl/ver-publicacion/venta-usada/providencia/casa/amapolas-diego-de-almagrocolegios-san-gabriel-san-ignacio-metro/3298909;Casa;3;4;No;160;120;10.300;296640000;Providencia, Amapolas / Diego de Almagro/Colegios San Gabriel /San Ignacio / Metro;Alonso Baeza Rivera y Cía. Ltda. (Kennedy);Alonso Baeza Rivera y Cía. Ltda. (Kennedy)
Providencia;https://chilepropiedades.cl/ver-publicacion/venta-usada/providencia/casa/eliecer-parada/3121872;Casa;5;3;No;426;220;17.360;500000000;Providencia, Eliecer Parada;Schumacher Propiedades;Schumacher Propiedades
Providencia;https://chilepropiedades.cl/ver-publicacion/venta-usada/providencia/casa/diagonal-oriente-eliecer-parada/2385682;Casa;4;4;No;600;200;20.137;580000000;Providencia, Diagonal Oriente, Eliecer Parada;Schumacher Propiedades;Schumacher Propiedades
Providencia;https://chilepropiedades.cl/ver-publicacion/venta-usada/providencia/casa/diego-de-almagroel-aguilucho/1439316;Casa;4;2;No;325;129;10.763;310000000;Providencia, Diego de almagro/el aguilucho;Alonso Baeza Rivera y Cía. Ltda.;Alonso Baeza Rivera y Cía. Ltda.
Providencia;https://chilepropiedades.cl/ver-publicacion/venta-usada/providencia/casa/lo-contador-pedro-de-valdivia-nortelos-conquistadores-av-santa-maria/2897721;Casa;4;4;No;700;274;29.990;863712000;Providencia, Lo Contador / Pedro de Valdivia Norte/Los Conquistadores / Av Santa Maria;Evaristo Lillo;Evaristo Lillo
Providencia;https://chilepropiedades.cl/ver-publicacion/venta-usada/providencia/casa/pedro-leon-gallo-600/3029753;Casa;3;2;2;420;220;14.680;422784000;Providencia, Pedro Leon Gallo 600;Genoveva del Carmen Espinoza Saez;Virtual Realty Property SpA.
Providencia;https://chilepropiedades.cl/ver-publicacion/venta-usada/providencia/casa/av-el-cerroel-gobernador/3373728;Casa;4;3;No;492;259;20.000;576000000;Providencia, Av el Cerro/El Gobernador;Alonso Baeza Rivera y Cía. Ltda.;Alonso Baeza Rivera y Cía. Ltda.
Providencia;https://chilepropiedades.cl/ver-publicacion/venta-usada/providencia/casa/santa-isabelcaupolican/3366268;Casa;2;1;No;100;85;7.430;214000000;Providencia, Santa Isabel/Caupolican;Alonso Baeza Rivera y Cía. Ltda. (Kennedy);Alonso Baeza Rivera y Cía. Ltda. (Kennedy)
Providencia;https://chilepropiedades.cl/ver-publicacion/venta-usada/providencia/casa/los-espanolesel-cerro/2201567;Casa;3;2;No;272;116;14.000;403200000;Providencia, Los Españoles/El Cerro;Claudia Lespinasse;Norbert Lui Propiedades
Providencia;https://chilepropiedades.cl/ver-publicacion/venta-usada/providencia/casa/el-salvadormaria-luisa-santander/3182228;Casa;11;9;No;390;405;30.690;883872000;Providencia, El salvador/María Luisa Santander;Jorge Pablo Caro Propiedades;Jorge Pablo Caro Propiedades
Providencia;https://chilepropiedades.cl/ver-publicacion/venta-usada/providencia/casa/casa-en-valenzuela-castillo/2916063;Casa;4;4;No;447,2;306,64;22.568;650000000;Providencia, Casa en Valenzuela Castillo;María Fernanda;Invierte Propiedades
Providencia;https://chilepropiedades.cl/ver-publicacion/venta-usada/providencia/casa/plaza-dinamarca/3727582;Casa;4;2;2;204;100;7.986;230000000;Providencia, Plaza dinamarca;Pablo Valbuena;Vende Dueño/a
Providencia;https://chilepropiedades.cl/ver-publicacion/venta-usada/providencia/casa/av-pocurometro-francisco-bilbao/3160967;Casa;2;2;No;298;125;14.000;403200000;Providencia, Av pocuro/metro francisco bilbao;Procasa Adrian Ulloa Propiedades;Procasa Adrián Ulloa Propiedades
Providencia;https://chilepropiedades.cl/ver-publicacion/venta-usada/providencia/casa/hernando-de-aguirre-con-eliecer-parada/3710289;Casa;5;4;No;300;165;13.200;380160000;Providencia, Hernando de Aguirre con Eliecer Parada;Walter Kraemer;Home Solutions
Providencia;https://chilepropiedades.cl/ver-publicacion/venta-usada/providencia/casa/av-los-leones-2417/3638853;Casa;4;3;3;120;125;11.500;331200000;Providencia, Av. Los Leones 2417;Orielle Solari Opazo;Vende Dueño/a
Providencia;https://chilepropiedades.cl/ver-publicacion/venta-usada/providencia/casa/eliodoro-yaneztobalaba/3643091;Casa;5;4;No;320;240;22.600;650880000;Providencia, Eliodoro Yáñez/Tobalaba;Jorge Pablo Caro Propiedades;Jorge Pablo Caro Propiedades
Providencia;https://chilepropiedades.cl/ver-publicacion/venta-usada/providencia/casa/marinfrancisco-bilbaosanta-isabel/2843556;Casa;2;1;No;300;95;10.069;290000000;Providencia, Marin/Francisco Bilbao/Santa Isabel;Jaime Moris Propiedades (Providencia);Jaime Moris Propiedades (Providencia)
Providencia;https://chilepropiedades.cl/ver-publicacion/venta-usada/providencia/casa/los-espanolesel-cerro/3186446;Casa;3;2;No;272;116;13.500;388800000;Providencia, Los Españoles/El Cerro;Claudia Lespinasse;Norbert Lui Propiedades
Providencia;https://chilepropiedades.cl/ver-publicacion/venta-usada/providencia/casa/bellavista-para-remodelar/2984000;Casa;5;2;No;171;102;7.400;213120000;Providencia, Bellavista  //para remodelar;Francisco Vial Propiedades;Francisco Vial Propiedades
Providencia;https://chilepropiedades.cl/ver-publicacion/venta-usada/providencia/casa/salvador-donoso-en-zona-tipica-de-bellavista/3684380;Casa;7;1;No;0;125;6.500;187200000;Providencia, Salvador Donoso, en Zona Tipica de Bellavista;Miguel León;Vende Dueño/a
Providencia;https://chilepropiedades.cl/ver-publicacion/venta-usada/providencia/casa/miguel-clarodalmacia/1370186;Casa;6;2;No;572;555;20.995;604656000;Providencia, Miguel Claro/Dalmacia;Propiedades Ricardo Vial y Cia. Ltda.;Propiedades Ricardo Vial y Cia. Ltda.
Providencia;https://chilepropiedades.cl/ver-publicacion/venta-usada/providencia/casa/pocuroamapolas/3014899;Casa;5;3;No;248;230;15.900;457920000;Providencia, Pocuro/amapolas;Propiedades Ricardo Vial y Cia. Ltda.;Propiedades Ricardo Vial y Cia. Ltda.
Providencia;https://chilepropiedades.cl/ver-publicacion/venta-usada/providencia/casa/diego-de-almagro/3674131;Casa;4;3;2;263;132;14.700;423360000;Providencia, Diego de Almagro;Cristian Tapia;Vende Dueño/a
Providencia;https://chilepropiedades.cl/ver-publicacion/venta-usada/providencia/casa/barrio-italia/2912124;Casa;3;3;No;351;160;13.800;397440000;Providencia, Barrio Italia;Schumacher Propiedades;Schumacher Propiedades
Providencia;https://chilepropiedades.cl/ver-publicacion/venta-usada/providencia/casa/av-italiabilbao/3713113;Casa;4;3;No;237;132;13.900;400320000;Providencia, Av Italia/Bilbao;Alonso Baeza Rivera y Cía. Ltda.;Alonso Baeza Rivera y Cía. Ltda.
